Label,Locality,Variant
USA_CA_CDPH_3000045443_2021,LA,B1243
USA_CA_CDPH_2000048696_2021,LA,B1243
USA_CA_CDPH_2000048133_2021,LA,B1243
USA_CA_CDPH_2000049199_2021,LA,B1243
USA_CA_CDPH_3000050669_2021,LA,B1243
USA_CA_CDPH_3000040584_2021,LA,B1243
USA_CA_CDPH_3000040569_2021,LA,B1243
USA_CA_CDPH_2000048117_2021,LA,B1243
USA_CA_CDPH_2000048126_2021,LA,B1243
USA_CA_CDPH_3000040654_2021,LA,B1243
USA_CA_LACPHL_AF00887_2021,LA,B1243
USA_CA_CDPH_3000015578_2021,LA,B1243
USA_CA_CDPH_3000010339_2021,LA,B1243
USA_CA_CDPH_3000133023_2021,LA,B1243
USA_CA_CDPH_3000137749_2021,LA,B1243
USA_CA_CDPH_3000134778_2021,LA,B1243
USA_CA_LACPHL_AF01324_2021,LA,B1243
USA_CA_LACPHL_AF01522_2021,LA,B1243
USA_CA_LACPHL_AF02830_2021,LA,B1243
USA_CA_CDC_2_4282811_2021,LA,B1243
USA_CA_CDPH_3000015174_2021,LA,B1243
USA_CA_CDPH_2000049520_2021,LA,B1243
USA_CA_CDPH_2000049528_2021,LA,B1243
USA_CA_CDPH_2000049575_2021,LA,B1243
USA_CA_CDPH_2000049536_2021,LA,B1243
USA_CA_CDPH_3000053462_2021,LA,B1243
USA_CA_CDPH_3000054462_2021,LA,B1243
USA_CA_CDPH_3000053465_2021,LA,B1243
USA_CA_CDPH_3000053466_2021,LA,B1243
USA_CA_CDPH_3000006104_2021,LA,B1243
USA_CA_CDPH_2000048404_2021,LA,B1243
USA_CA_CDPH_3000040318_2021,LA,B1243
USA_CA_CDPH_3000005930_2021,LA,B1243
USA_CA_LACPHL_AF01204_2021,LA,B1243
USA_CA_LACPHL_AF01310_2021,LA,B1243
USA_CA_CSMC76_2021,LA,B1243
USA_CA_CSMC100_2021,LA,B1243
USA_CA_CDPH_3000030028_2021,LA,B1243
USA_CA_LACPHL_AF00677_2021,LA,B1243
USA_CA_LACPHL_AF00676_2021,LA,B1243
USA_CA_LACPHL_AF00981_2021,LA,B1243
USA_CA_LACPHL_AF00983_2021,LA,B1243
USA_CA_CDPH_2000042182_2021,LA,B1243
USA_CA_CDPH_3000031047_2021,LA,B1243
USA_CA_LACPHL_AF01038_2021,LA,B1243
USA_CA_CSMC132_2021,LA,B1243
USA_CA_CDPH_3000050816_2021,LA,B1243
USA_CA_LACPHL_AF01598_2021,LA,B1243
USA_CA_CDPH_3000008356_2021,LA,B1243
USA_CA_CDPH_3000009419_2021,LA,B1243
USA_CA_CDPH_3000048234_2021,LA,B1243
USA_CA_CDPH_2000044327_2021,LA,B1243
USA_CA_CSMC287_2021,LA,B1243
USA_CA_LACPHL_AF01322_2021,LA,B1243
USA_CA_LACPHL_AF01062_2021,LA,B1243
USA_CA_CDPH_2000048666_2021,LA,B1243
USA_CA_CDPH_3000008445_2021,LA,B1243
USA_CA_CDPH_3000039667_2021,LA,B1243
USA_CA_CDPH_3000006128_2021,LA,B1243
USA_CA_CDPH_3000051665_2021,LA,B1243
USA_CA_CDPH_3000045907_2021,LA,B1243
USA_CA_CDPH_3000053190_2021,LA,B1243
USA_CA_CDPH_2000049105_2021,LA,B1243
USA_CA_LACPHL_AF00696_2021,LA,B1243
USA_CA_CDC_2_4174058_2021,LA,B1243
USA_CA_CDC_2_4242777_2021,LA,B1243
USA_CA_LACPHL_AF04348_2021,LA,B1243
USA_CA_CDPH_3000053619_2021,LA,B1243
USA_CA_CDPH_3000025400_2021,LA,B1243
USA_CA_CDC_2_4173827_2021,LA,B1243
USA_CA_CDC_2_4173956_2021,LA,B1243
USA_CA_CSMC17_2021,LA,B1243
USA_CA_CDPH_3000117639_2021,LA,B1243
USA_CA_CDPH_3000045698_2021,LA,B1243
USA_CA_CDPH_3000032424_2021,LA,B1243
USA_CA_CDPH_3000032423_2021,LA,B1243
USA_CA_CDPH_2000048885_2021,LA,B1243
USA_CA_CDPH_3000039671_2021,LA,B1243
USA_CA_CDPH_3000015630_2021,LA,B1243
USA_CA_CDPH_3000005999_2021,LA,B1243
USA_CA_LACPHL_AF00554_2021,LA,B1243
USA_CA_CSMC154_2021,LA,B1243
USA_CA_LACPHL_AF00971_2021,LA,B1243
USA_CA_CDPH_2000049004_2021,LA,B1243
USA_CA_CDPH_3000036054_2021,LA,B1243
USA_CA_CDPH_3000053573_2021,LA,B1243
USA_CA_LACPHL_AF00575_2021,LA,B1243
USA_CA_LACPHL_AF00669_2021,LA,B1243
USA_CA_LACPHL_AF00680_2021,LA,B1243
USA_CA_LACPHL_AF01003_2021,LA,B1243
USA_CA_LACPHL_AF00732_2021,LA,B1243
USA_CA_CDCBI_FlowHealth_00437_2021,LA,B1243
USA_CA_LACPHL_AF01768_2021,LA,B1243
USA_CA_LACPHL_AF01079_2021,LA,B1243
USA_CA_LACPHL_AF01115_2021,LA,B1243
USA_CA_LACPHL_AF00940_2021,LA,B1243
USA_CA_LACPHL_AF02235_2021,LA,B1243
USA_CA_CSMC54_2021,LA,B1243
USA_CA_CSMC27_2021,LA,B1243
USA_CA_CSMC51_2021,LA,B1243
USA_CA_CDC_2_4214115_2021,LA,B1243
USA_CA_CDC_2_4214128_2021,LA,B1243
USA_CA_CDC_2_4242877_2021,LA,B1243
USA_CA_CSMC86_2021,LA,B1243
USA_CA_CDPH_2000046570_2021,LA,B1243
USA_CA_CDC_2_4242892_2021,LA,B1243
USA_CA_LACPHL_AF01433_2021,LA,B1243
USA_CA_CDPH_2000046882_2021,LA,B1243
USA_CA_CDPH_2000046889_2021,LA,B1243
USA_CA_LACPHL_AF01422_2021,LA,B1243
USA_CA_CSMC22_2021,LA,B1243
USA_CA_CSMC74_2021,LA,B1243
USA_CA_CSMC174_2021,LA,B1243
USA_CA_CSMC12_2021,LA,B1243
USA_CA_CDPH_3000026882_2021,LA,B1243
USA_CA_CDPH_3000006140_2021,LA,B1243
USA_CA_CDPH_3000006142_2021,LA,B1243
USA_CA_CDC_2_4282848_2021,LA,B1243
USA_CA_CDPH_3000007642_2021,LA,B1243
USA_CA_CDPH_3000007641_2021,LA,B1243
USA_CA_CDPH_3000007598_2021,LA,B1243
USA_CA_LACPHL_AF02344_2021,LA,B1243
USA_CA_CDC_2_4242792_2021,LA,B1243
USA_CA_LACPHL_AF01064_2021,LA,B1243
USA_CA_CDPH_3000032949_2021,LA,B1243
USA_CA_LACPHL_AF01323_2021,LA,B1243
USA_CA_LACPHL_AF01395_2021,LA,B1243
USA_CA_CDPH_3000031378_2021,LA,B1243
USA_CA_LACPHL_AF01818_2021,LA,B1243
USA_CA_LACPHL_AF02196_2021,LA,B1243
USA_CA_LACPHL_AF02166_2021,LA,B1243
USA_CA_LACPHL_AF02175_2021,LA,B1243
USA_CA_CDPH_3000100708_2021,LA,B1243
USA_CA_CDPH_3000118916_2021,LA,B1243
USA_CA_CDPH_3000050302_2021,LA,B1243
USA_CA_CDPH_3000005857_2021,LA,B1243
USA_CA_CDPH_3000051461_2021,LA,B1243
USA_CA_CDPH_2000045353_2021,LA,B1243
USA_CA_CDPH_3000013275_2021,LA,B1243
USA_CA_CDPH_3000013284_2021,LA,B1243
USA_CA_CDPH_3000118937_2021,LA,B1243
USA_CA_CDPH_2000046579_2021,LA,B1243
USA_CA_CDPH_3000032878_2021,LA,B1243
USA_CA_CDPH_3000032827_2021,LA,B1243
USA_CA_CDPH_3000032879_2021,LA,B1243
USA_CA_LACPHL_AF01393_2021,LA,B1243
USA_CA_LACPHL_AF01149_2021,LA,B1243
USA_CA_CDPH_3000031379_2021,LA,B1243
USA_CA_CDPH_3000051635_2021,LA,B1243
USA_CA_LACPHL_AF01446_2021,LA,B1243
USA_CA_CDPH_3000047459_2021,LA,B1243
USA_CA_CDPH_2000044511_2021,LA,B1243
USA_CA_CDPH_3000006139_2021,LA,B1243
USA_CA_CDC_2_4173953_2021,LA,B1243
USA_CA_CDC_2_4242867_2021,LA,B1243
USA_CA_CDC_2_4242780_2021,LA,B1243
USA_CA_CDC_2_4242769_2021,LA,B1243
USA_CA_LACPHL_AF01146_2021,LA,B1243
USA_CA_LACPHL_AF00903_2021,LA,B1243
USA_CA_LACPHL_AF00912_2021,LA,B1243
USA_CA_LACPHL_AF01234_2021,LA,B1243
USA_CA_LACPHL_AF00899_2021,LA,B1243
USA_CA_LACPHL_AF00930_2021,LA,B1243
USA_CA_LACPHL_AF01235_2021,LA,B1243
USA_CA_LACPHL_AF00904_2021,LA,B1243
USA_CA_CDC_2_4242772_2021,LA,B1243
USA_CA_CSMC52_2021,LA,B1243
USA_CA_CDC_2_4282905_2021,LA,B1243
USA_CA_CDC_2_4451277_2021,LA,B1243
USA_CA_CDPH_2000046912_2021,LA,B1243
USA_CA_CDPH_2000046836_2021,LA,B1243
USA_CA_CDPH_2000042725_2021,LA,B1243
USA_CA_CDPH_3000019311_2021,LA,B1243
USA_CA_CDPH_3000044794_2021,LA,B1243
USA_CA_CDPH_3000025370_2021,LA,B1243
USA_CA_LACPHL_AF00919_2021,LA,B1243
USA_CA_LACPHL_AF00920_2021,LA,B1243
USA_CA_LACPHL_AF00921_2021,LA,B1243
USA_CA_LACPHL_AF00923_2021,LA,B1243
USA_CA_CDC_2_4502848_2021,LA,B1243
USA_CA_LACPHL_AF00918_2021,LA,B1243
USA_CA_CDPH_3000008506_2021,LA,B1243
USA_CA_CDCBI_FlowHealth_10245_2021,LA,B1243
USA_CA_CDPH_3000010287_2021,LA,B1243
USA_CA_LACPHL_AF01189_2021,LA,B1243
USA_CA_CDPH_2000048094_2021,LA,B1243
USA_CA_CDPH_3000040620_2021,LA,B1243
USA_CA_CDPH_3000050840_2021,LA,B1243
USA_CA_LACPHL_AF00922_2021,LA,B1243
USA_CA_LACPHL_AF01088_2021,LA,B1243
USA_CA_LACPHL_AF01398_2021,LA,B1243
USA_CA_LACPHL_AF01397_2021,LA,B1243
USA_CA_CDPH_3000119905_2021,LA,B1243
USA_CA_CDPH_3000118637_2021,LA,B1243
USA_CA_LACPHL_AF00933_2021,LA,B1243
USA_CA_CDPH_3000008403_2021,LA,B1243
USA_CA_LACPHL_AF01042_2021,LA,B1243
USA_CA_LACPHL_AF01045_2021,LA,B1243
USA_CA_CDPH_3000005706_2021,LA,B1243
USA_CA_CDPH_3000009051_2021,LA,B1243
USA_CA_CDPH_3000008856_2021,LA,B1243
USA_CA_CSMC222_2021,LA,B1243
USA_CA_CDPH_3000100021_2021,LA,B1243
USA_CA_LACPHL_AF01138_2021,LA,B1243
USA_CA_CDPH_3000030068_2021,LA,B1243
USA_CA_CDPH_3000054461_2021,LA,B1243
USA_CA_CDPH_3000054677_2021,LA,B1243
USA_CA_CDPH_3000053964_2021,LA,B1243
USA_CA_LACPHL_AF01011_2021,LA,B1243
USA_CA_LACPHL_AF01129_2021,LA,B1243
USA_CA_CDPH_2000047006_2021,LA,B1243
USA_CA_CSMC62_2021,LA,B1243
USA_CA_LACPHL_AF02230_2021,LA,B1243
USA_CA_CDPH_3000030526_2021,LA,B1243
USA_CA_CDPH_3000020950_2021,LA,B1243
USA_CA_CDPH_3000051663_2021,LA,B1243
USA_CA_LACPHL_AF00552_2021,LA,B1243
USA_CA_LACPHL_AF00620_2021,LA,B1243
USA_CA_LACPHL_AF00860_2021,LA,B1243
USA_CA_LACPHL_AF00665_2021,LA,B1243
USA_CA_LACPHL_AF00855_2021,LA,B1243
USA_CA_CDC_2_4214120_2021,LA,B1243
USA_CA_CDC_2_4242890_2021,LA,B1243
USA_CA_CDC_2_4242870_2021,LA,B1243
USA_CA_CDC_2_4282812_2021,LA,B1243
USA_CA_CDC_2_4242781_2021,LA,B1243
USA_CA_CDC_2_4173996_2021,LA,B1243
USA_CA_LACPHL_AF01521_2021,LA,B1243
USA_CA_LACPHL_AF02246_2021,LA,B1243
USA_CA_CDPH_3000150785_2021,LA,B1243
USA_CA_CSMC120_2021,LA,B1243
USA_CA_CSMC184_2021,LA,B1243
USA_CA_LACPHL_AF01135_2021,LA,B1243
USA_CA_CDPH_3000032594_2021,LA,B1243
USA_CA_CDPH_2000047226_2021,LA,B1243
USA_CA_CDPH_2000049166_2021,LA,B1243
USA_CA_CSMC221_2021,LA,B1243
USA_CA_LACPHL_AF01229_2021,LA,B1243
USA_CA_LACPHL_AF01005_2021,LA,B1243
USA_CA_LACPHL_AF01052_2021,LA,B1243
USA_CA_LACPHL_AF01134_2021,LA,B1243
USA_CA_LACPHL_AF05391_2021,LA,B1243
USA_CA_LACPHL_AF00648_2021,LA,B1243
USA_CA_LACPHL_AF01056_2021,LA,B1243
USA_CA_LACPHL_AF01117_2021,LA,B1243
USA_CA_LACPHL_AF00858_2021,LA,B1243
USA_CA_LACPHL_AF00852_2021,LA,B1243
USA_CA_LACPHL_AF00926_2021,LA,B1243
USA_CA_LACPHL_AF01051_2021,LA,B1243
USA_CA_LACPHL_AF00998_2021,LA,B1243
USA_CA_LACPHL_AF01001_2021,LA,B1243
USA_CA_LACPHL_AF01026_2021,LA,B1243
USA_CA_LACPHL_AF01027_2021,LA,B1243
USA_CA_LACPHL_AF00712_2021,LA,B1243
USA_CA_LACPHL_AF00913_2021,LA,B1243
USA_CA_LACPHL_AF01191_2021,LA,B1243
USA_CA_CDPH_3000118083_2021,LA,B1243
USA_CA_LACPHL_AF00845_2021,LA,B1243
USA_CA_CDCBI_FlowHealth_00341_2021,LA,B1243
USA_CA_CDPH_3000153550_2021,LA,B1243
USA_CA_CDPH_3000151262_2021,LA,B1243
USA_CA_CDPH_3000053429_2021,LA,B1243
USA_CA_CDPH_3000043956_2021,LA,B1243
USA_CA_LACPHL_AF01581_2021,LA,B1243
USA_CA_LACPHL_AF00714_2021,LA,B1243
USA_CA_CDPH_3000019308_2021,LA,B1243
USA_CA_CDPH_2000048623_2021,LA,B1243
USA_CA_CDPH_3000040563_2021,LA,B1243
USA_CA_CDPH_3000039880_2021,LA,B1243
USA_CA_LACPHL_AF00679_2021,LA,B1243
USA_CA_LACPHL_AF00729_2021,LA,B1243
USA_CA_LACPHL_AF00709_2021,LA,B1243
USA_CA_CDPH_3000050877_2021,LA,B1243
USA_CA_LACPHL_AF04342_2021,LA,B1243
USA_CA_CDPH_3000124231_2021,LA,B1243
USA_CA_CDPH_3000124230_2021,LA,B1243
USA_CA_CDPH_3000027506_2021,LA,B1243
USA_CA_LACPHL_AF02229_2021,LA,B1243
USA_CA_CDPH_2000049614_2021,LA,B1243
USA_CA_CDPH_3000031713_2021,LA,B1243
USA_CA_CDPH_3000031714_2021,LA,B1243
USA_CA_CDPH_2000047517_2021,LA,B1243
USA_CA_CDPH_2000047524_2021,LA,B1243
USA_CA_CDPH_3000013642_2021,LA,B1243
USA_CA_CDPH_3000015569_2021,LA,B1243
USA_CA_CDPH_3000032563_2021,LA,B1243
USA_CA_CDPH_3000039721_2021,LA,B1243
USA_CA_CDPH_3000039537_2021,LA,B1243
USA_CA_CDPH_3000015689_2021,LA,B1243
USA_CA_CDPH_3000007313_2021,LA,B1243
USA_CA_LACPHL_AF01203_2021,LA,B1243
USA_CA_CDC_2_4242789_2021,LA,B1243
USA_CA_CDPH_3000127860_2021,LA,B1243
USA_CA_CDPH_3000100745_2021,LA,B1243
USA_CA_CDPH_3000100744_2021,LA,B1243
USA_CA_CDPH_3000100748_2021,LA,B1243
USA_CA_CDPH_3000100741_2021,LA,B1243
USA_CA_LACPHL_AF01373_2021,LA,B1243
USA_CA_CDPH_MC2094314_2021,LA,B1243
USA_CA_CDPH_2000041152_2021,LA,B1243
USA_CA_CDPH_2000047820_2021,LA,B1243
USA_CA_CDPH_3000032007_2021,LA,B1243
USA_CA_CDPH_3000033905_2021,LA,B1243
USA_CA_CDPH_2000048631_2021,LA,B1243
USA_CA_CDPH_3000040491_2021,LA,B1243
USA_CA_CDPH_3000039701_2021,LA,B1243
USA_CA_CDPH_3000043863_2021,LA,B1243
USA_CA_CDPH_3000010229_2021,LA,B1243
USA_CA_LACPHL_AF00844_2021,LA,B1243
USA_CA_CDPH_2000041676_2021,LA,B1243
USA_CA_LACPHL_AF01046_2021,LA,B1243
USA_CA_LACPHL_AF01071_2021,LA,B1243
USA_CA_CDPH_2000042722_2021,LA,B1243
USA_CA_CDPH_2000044517_2021,LA,B1243
USA_CA_CDPH_3000046624_2021,LA,B1243
USA_CA_CDPH_3000052434_2021,LA,B1243
USA_CA_CDPH_3000052437_2021,LA,B1243
USA_CA_CDPH_3000052435_2021,LA,B1243
USA_CA_CDPH_3000005989_2021,LA,B1243
USA_CA_CDPH_2000043813_2021,LA,B1243
USA_CA_CDPH_3000051303_2021,LA,B1243
USA_CA_CDPH_3000051304_2021,LA,B1243
USA_CA_CDPH_2000045350_2021,LA,B1243
USA_CA_CDPH_3000006130_2021,LA,B1243
USA_CA_CDPH_3000017235_2021,LA,B1243
USA_CA_CDC_2_4173975_2021,LA,B1243
USA_CA_CDC_2_4214250_2021,LA,B1243
USA_CA_LACPHL_AF00890_2021,LA,B1243
USA_CA_CDC_2_4173828_2021,LA,B1243
USA_CA_LACPHL_AF01150_2021,LA,B1243
USA_CA_CDPH_3000024659_2021,LA,B1243
USA_CA_LACPHL_AF01068_2021,LA,B1243
USA_CA_LACPHL_AF01438_2021,LA,B1243
USA_CA_LACPHL_AF02169_2021,LA,B1243
USA_CA_CDPH_3000133006_2021,LA,B1243
USA_CA_LACPHL_AF01199_2021,LA,B1243
USA_CA_CDPH_2000049622_2021,LA,B1243
USA_CA_LACPHL_AF00702_2021,LA,B1243
USA_CA_LACPHL_AF00707_2021,LA,B1243
USA_CA_CDC_2_4242794_2021,LA,B1243
USA_CA_CDC_2_4451380_2021,LA,B1243
USA_CA_CDPH_3000032968_2021,LA,B1243
USA_CA_CDPH_2000048202_2021,LA,B1243
USA_CA_CDPH_3000040606_2021,LA,B1243
USA_CA_CDPH_2000048140_2021,LA,B1243
USA_CA_CDPH_2000043913_2021,LA,B1243
USA_CA_CDPH_3000031375_2021,LA,B1243
USA_CA_LACPHL_AF00888_2021,LA,B1243
USA_CA_LACPHL_AF00666_2021,LA,B1243
USA_CA_CDC_2_4214236_2021,LA,B1243
USA_CA_CSMC66_2021,LA,B1243
USA_CA_CDC_2_4214242_2021,LA,B1243
USA_CA_LACPHL_AF00992_2021,LA,B1243
USA_CA_CSMC137_2021,LA,B1243
USA_CA_LACPHL_AF00883_2021,LA,B1243
USA_CA_LACPHL_AF01082_2021,LA,B1243
USA_CA_LACPHL_AF01125_2021,LA,B1243
USA_CA_LACPHL_AF01239_2021,LA,B1243
USA_CA_CDPH_6000001929_2021,LA,B1243
USA_CA_CDC_2_4242700_2021,LA,B1243
USA_CA_LACPHL_AF01196_2021,LA,B1243
USA_CA_LACPHL_AF00776_2021,LA,B1243
USA_CA_LACPHL_AF00892_2021,LA,B1243
USA_CA_LACPHL_AF01065_2021,LA,B1243
USA_CA_LACPHL_AF00905_2021,LA,B1243
USA_CA_LACPHL_AF00853_2021,LA,B1243
USA_CA_CSMC161_2021,LA,B1243
USA_CA_CDC_2_4214219_2021,LA,B1243
USA_CA_LACPHL_AF01041_2021,LA,B1243
USA_CA_LACPHL_AF01137_2021,LA,B1243
USA_CA_LACPHL_AF01328_2021,LA,B1243
USA_CA_CDPH_3000040977_2021,LA,B1243
USA_CA_LACPHL_AF01391_2021,LA,B1243
USA_CA_CDC_2_4242886_2021,LA,B1243
USA_CA_CDC_2_4242878_2021,LA,B1243
USA_CA_CDC_2_4369030_2021,LA,B1243
USA_CA_LACPHL_AF01346_2021,LA,B1243
USA_CA_CSMC125_2021,LA,B1243
USA_CA_CDC_2_4214229_2021,LA,B1243
USA_CA_CDC_2_4214148_2021,LA,B1243
USA_CA_LACPHL_AF00873_2021,LA,B1243
USA_CA_LACPHL_AF00942_2021,LA,B1243
USA_CA_CDC_2_4242761_2021,LA,B1243
USA_CA_CDC_2_4214141_2021,LA,B1243
USA_CA_CDPH_3000008263_2021,LA,B1243
USA_CA_LACPHL_AF01151_2021,LA,B1243
USA_CA_LACPHL_AF01166_2021,LA,B1243
USA_CA_CDPH_2000049358_2021,LA,B1243
USA_CA_CDPH_2000049350_2021,LA,B1243
USA_CA_CDPH_3000008301_2021,LA,B1243
USA_CA_CDC_2_3973064_2021,LA,B1243
USA_CA_CDC_2_4242759_2021,LA,B1243
USA_CA_LACPHL_AF01113_2021,LA,B1243
USA_CA_LACPHL_AF01238_2021,LA,B1243
USA_CA_LACPHL_AF01308_2021,LA,B1243
USA_CA_CSMC33_2021,LA,B1243
USA_CA_LACPHL_AF01019_2021,LA,B1243
USA_CA_LACPHL_AF01216_2021,LA,B1243
USA_CA_LACPHL_AF04341_2021,LA,B1243
USA_CA_LACPHL_AF04346_2021,LA,B1243
USA_CA_CDPH_3000034000_2021,LA,B1243
USA_CA_CDPH_2000046787_2021,LA,B1243
USA_CA_CDPH_2000047576_2021,LA,B1243
USA_CA_CDPH_3000032482_2021,LA,B1243
USA_CA_CDPH_3000049838_2021,LA,B1243
USA_CA_CDPH_3000051095_2021,LA,B1243
USA_CA_CDPH_3000051101_2021,LA,B1243
USA_CA_LACPHL_AF01237_2021,LA,B1243
USA_CA_LACPHL_AF01244_2021,LA,B1243
USA_CA_LACPHL_AF01031_2021,LA,B1243
USA_CA_CSMC98_2021,LA,B1243
USA_CA_CDPH_2000047851_2021,LA,B1243
USA_CA_CDPH_2000048561_2021,LA,B1243
USA_CA_CDPH_3000031377_2021,LA,B1243
USA_CA_CDPH_3000040682_2021,LA,B1243
USA_CA_CDPH_2000048497_2021,LA,B1243
USA_CA_CDPH_2000046083_2021,LA,B1243
USA_CA_CDPH_3000047504_2021,LA,B1243
USA_CA_CDPH_3000043823_2021,LA,B1243
USA_CA_CDPH_3000050523_2021,LA,B1243
USA_CA_LACPHL_AF00787_2021,LA,B1243
USA_CA_CDPH_3000028913_2021,LA,B1243
USA_CA_CDPH_3000039529_2021,LA,B1243
USA_CA_CDPH_3000028915_2021,LA,B1243
USA_CA_CDPH_3000052542_2021,LA,B1243
USA_CA_CDPH_3000052543_2021,LA,B1243
USA_CA_CDPH_3000032010_2021,LA,B1243
USA_CA_CDPH_3000047182_2021,LA,B1243
USA_CA_CDPH_3000023301_2021,LA,B1243
USA_CA_CDPH_3000011939_2021,LA,B1243
USA_CA_CDPH_3000017543_2021,LA,B1243
USA_CA_CDPH_3000013625_2021,LA,B1243
USA_CA_CDPH_3000013645_2021,LA,B1243
USA_CA_CDPH_3000011929_2021,LA,B1243
USA_CA_CDPH_3000011944_2021,LA,B1243
USA_CA_CDPH_3000050520_2021,LA,B1243
USA_CA_LACPHL_AF02162_2021,LA,B1243
USA_CA_LACPHL_AF00681_2021,LA,B1243
USA_CA_LACPHL_AF00791_2021,LA,B1243
USA_CA_LACPHL_AF01367_2021,LA,B1243
USA_CA_CDPH_3000045491_2021,LA,B1243
USA_CA_CDPH_2000046897_2021,LA,B1243
USA_CA_CDPH_2000023678_2021,LA,B1243
USA_CA_LACPHL_AF00274_2021,LA,B1243
USA_CA_LACPHL_AF00342_2021,LA,B1243
USA_CA_LACPHL_AF00793_2021,LA,B1243
USA_CA_LACPHL_AF04343_2021,LA,B1243
USA_CA_LACPHL_AF00995_2021,LA,B1243
USA_CA_LACPHL_AF00997_2021,LA,B1243
USA_CA_CDPH_2000045498_2021,LA,B1243
USA_CA_CDPH_2000048577_2021,LA,B1243
USA_CA_CDC_2_4242762_2021,LA,B1243
USA_CA_CDPH_2000049510_2021,LA,B1243
USA_CA_CDC_2_4174052_2021,LA,B1243
USA_CA_CDC_2_4282829_2021,LA,B1243
USA_CA_LACPHL_AF02093_2021,LA,B1243
